date,bw-xt,by-xt,be-xt,bb-xt,hb-xt,hh-xt,he-xt,ni-xt,mv-xt,nw-xt,rp-xt,sl-xt,sn-xt,st-xt,sh-xt,th-xt
2020-10-03,,,,,,,,,,,,,,,,
2020-10-04,,,,,,,,,,,,,,,,
2020-10-05,,,,,,,,,,,,,,,,
2020-10-06,,,,,,,,,,,,,,,,
2020-10-07,,,,,,,,,,,,,,,,
2020-10-08,,,,,,,,,,,,,,,,
2020-10-09,,,,,,,,,,,,,,,,
2020-10-10,,,,,,,,,,,,,,,,
2020-10-11,,,,,,,,,,,,,,,,
2020-10-12,,,,,,,,,,,,,,,,
2020-10-13,,,,,,,,,,,,,,,,
2020-10-14,,,,,,,,,,,,,,,,
2020-10-15,,,,,,,,,,,,,,,,
2020-10-16,,,,,,,,,,,,,,,,
2020-10-17,,,,,,,,,,,,,,,,
2020-10-18,,,,,,,,,,,,,,,,
2020-10-19,,,,,,,,,,,,,,,,
2020-10-20,,,,,,,,,,,,,,,,
2020-10-21,,,,,,,,,,,,,,,,
2020-10-22,,,,,,,,,,,,,,,,
2020-10-23,,,,,,,,,,,,,,,,
2020-10-24,,,,,,,,,,,,,,,,
2020-10-25,,,,,,,,,,,,,,,,
2020-10-26,,,,,,,,,,,,,,,,
2020-10-27,,,,,,,,,,,,,,,,
2020-10-28,,,,,,,,,,,,,,,,
2020-10-29,,,,,,,,,,,,,,,,
2020-10-30,,,,,,,,,,,,,,,,
2020-10-31,,,,,,,,,,,,,,,,
2020-11-01,,,,,,,,,,,,,,,,
2020-11-02,,,,,,,,,,,,,,,,
2020-11-03,,,,,,,,,,,,,,,,
2020-11-04,,,,,,,,,,,,,,,,
2020-11-05,,,,,,,,,,,,,,,,
2020-11-06,,,,,,,,,,,,,,,,
2020-11-07,,,,,,,,,,,,,,,,
2020-11-08,,,,,,,,,,,,,,,,
2020-11-09,,,,,,,,,,,,,,,,
2020-11-10,,,,,,,,,,,,,,,,
2020-11-11,,,,,,,,,,,,,,,,
2020-11-12,,,,,,,,,,,,,,,,
2020-11-13,,,,,,,,,,,,,,,,
2020-11-14,,,,,,,,,,,,,,,,
2020-11-15,,,,,,,,,,,,,,,,
2020-11-16,,,,,,,,,,,,,,,,
2020-11-17,,,,,,,,,,,,,,,,
2020-11-18,,,,,,,,,,,,,,,,
2020-11-19,,,,,,,,,,,,,,,,
2020-11-20,,,,,,,,,,,,,,,,
2020-11-21,,,,,,,,,,,,,,,,
2020-11-22,,,,,,,,,,,,,,,,
2020-11-23,,,,,,,,,,,,,,,,
2020-11-24,,,,,,,,,,,,,,,,
2020-11-25,,,,,,,,,,,,,,,,
2020-11-26,,,,,,,,,,,,,,,,
2020-11-27,,,,,,,,,,,,,,,,
2020-11-28,,,,,,,,,,,,,,,,
2020-11-29,,,,,,,,,,,,,,,,
2020-11-30,,,,,,,,,,,,,,,,
2020-12-01,,,,,,,,,,,,,,,,
2020-12-02,,,,,,,,,,,,,,,,
2020-12-03,,,,,,,,,,,,,,,,
2020-12-04,,,,,,,,,,,,,,,,
2020-12-05,,,,,,,,,,,,,,,,
2020-12-06,,,,,,,,,,,,,,,,
2020-12-07,,,,,,,,,,,,,,,,
2020-12-08,,,,,,,,,,,,,,,,
2020-12-09,,,,,,,,,,,,,,,,
2020-12-10,,,,,,,,,,,,,,,,
2020-12-11,,,,,,,,,,,,,,,,
2020-12-12,,,,,,,,,,,,,,,,
2020-12-13,,,,,,,,,,,,,,,,
2020-12-14,,,,,,,,,,,,,,,,
2020-12-15,,,,,,,,,,,,,,,,
2020-12-16,,,,,,,,,,,,,,,,
2020-12-17,,,,,,,,,,,,,,,,
2020-12-18,,,,,,,,,,,,,,,,
2020-12-19,,,,,,,,,,,,,,,,
2020-12-20,,,,,,,,,,,,,,,,
2020-12-21,,,,,,,,,,,,,,,,
2020-12-22,,,,,,,,,,,,,,,,
2020-12-23,,,,,,,,,,,,,,,,
2020-12-24,,,,,,,,,,,,,,,,
2020-12-25,,,,,,,,,,,,,,,,
2020-12-26,,,,,,,,,,,,,,,,
2020-12-27,2084,3389,1626,100,420,445,3112,334,590,5405,1252,215,182,1504,809,99
2020-12-28,4721,5219,3839,107,592,1071,4354,835,4170,7136,1462,862,857,3985,2495,257
2020-12-29,,,,,,,,,,,,,,,,
2020-12-30,12649,28206,9084,3036,1691,2040,15674,2705,11101,19930,4247,2119,2653,10100,5581,810
2020-12-31,17086,37955,11114,3219,1741,2759,21373,3566,11494,24924,5112,2716,3290,11146,7270,810
2021-01-01,20045,39005,13137,3219,1741,3042,24791,3945,11494,33375,6898,3316,4000,11771,7964,810
2021-01-02,24063,57833,14616,3219,1837,3704,30085,4962,11494,48691,7248,4149,4343,12822,8933,810
2021-01-03,27454,66258,17758,3309,1903,4140,33405,5394,11494,53841,8282,4149,4866,13366,9557,810
2021-01-04,32182,77876,19389,3334,2653,4756,37795,8665,13832,62692,9891,4836,7740,15628,12978,2715
2021-01-05,37840,82749,21955,5404,3195,5901,41298,15164,18014,69225,12336,5633,10767,17123,17016,3711
2021-01-06,42899,84349,24159,8182,3825,7079,44122,22608,21713,79578,15984,6511,13006,17624,20078,5343
2021-01-07,49103,88916,26406,11481,4505,8471,46006,32170,24060,90802,20792,7358,15593,19399,23903,7994
2021-01-08,55320,93966,28871,13895,5291,9888,48653,41646,25141,98950,25482,8232,17991,20799,28241,10512
2021-01-09,,,,,,,,,,,,,,,,
2021-01-10,65488,120136,32014,14063,6303,12695,54361,45342,25141,114762,29994,9157,19756,21914,31431,10790
