date,AT-xt,BE-xt,BG-xt,HR-xt,CY-xt,CZ-xt,DK-xt,EE-xt,FI-xt,FR-xt,DE-xt,GR-xt,HU-xt,IS-xt,IE-xt,IT-xt,LV-xt,LI-xt,LT-xt,LU-xt,MT-xt,NL-xt,NO-xt,PL-xt,PT-xt,RO-xt,SK-xt,SI-xt,ES-xt,SE-xt,CH-xt,GB-xt
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2020-12-05,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2020-12-06,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2020-12-07,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2020-12-08,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2020-12-09,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2020-12-10,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2020-12-11,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2020-12-12,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2020-12-13,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,86465
2020-12-14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,86465
2020-12-15,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,86465
2020-12-16,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,86465
2020-12-17,,,,,,,1,,,,,,,,,,3,,,,,,6,,,,,,,,,86465
2020-12-18,,,,,,,2,,,,,,,,,,6,,,,,,15,,,,,,,,,86465
2020-12-19,,,,,,,3,,,,,,,,,,6,,,,,,20,,,,,,,,,86465
2020-12-20,,,,,,,3,,,,,,,,,,10,,,,,,25,,,,,,,,,675286
2020-12-21,,,,,,,5,,,,,,,,,,13,,,,,,32,,,,,,,,,675286
2020-12-22,,,,,,,8,,,,,,,,,,17,,,,,,44,,,,,,,,2,675286
2020-12-23,,,,,,,11,,,,,,,,,,19,,,,,,54,,,,,,,,403,675286
2020-12-24,,,,,,,15,,,,,,,,,,21,,,,,,64,,,,,,,,663,675286
2020-12-25,,,,,,,15,,,,,,,,,,21,,,,,,64,,,,,,,,664,675286
2020-12-26,,,,,,,17,,,,,,,,,,21,,,,,,71,,,,,,,,1100,675286
2020-12-27,749,,,,,1275,6135,191,,294,24150,,,,,7240,26,,2454,,,,87,,4963,965,,6174,,2447,1100,1005073
2020-12-28,2066,318,,,,3575,8102,509,,600,42021,447,,,,8684,629,,5213,,,,708,2000,7754,2066,,7818,,2447,2576,1005073
2020-12-29,3712,335,1719,,,7031,16659,876,,827,91486,1077,,,,9710,1508,,8188,,,,1791,6300,20368,2778,,9137,,2447,4122,1005073
2020-12-30,5088,830,4608,7864,,10524,27598,1889,,1093,155123,1722,,4875,,14471,2308,,9721,1200,,,2247,36300,30543,5666,,9544,,2447,5662,1005073
2020-12-31,5100,855,4608,7864,,11829,33399,2475,,1299,204857,2339,,4875,,40058,2315,,9746,1200,,,2332,47600,32749,10289,,11392,,2447,5914,1005073
2021-01-01,5107,864,4739,7864,,12094,35605,2475,,1525,230281,2603,,4875,,51086,2320,,9746,1200,,,2350,47600,32749,11656,,11543,,2447,5920,1005073
2021-01-02,5117,867,4739,7864,,13367,43930,2505,,1709,278050,3149,,4875,,89627,2322,,9746,1200,,,2365,50391,32750,13242,,11947,,2447,5924,1005073
2021-01-03,5124,880,4739,12285,,14287,49508,2523,,1931,300489,3869,,4875,,124894,2325,,9746,1200,,,2393,50833,32750,13596,,12499,,16219,5925,1380430
2021-01-04,5251,907,4739,12285,,17881,51886,3165,,3619,346322,10327,,4875,,193963,3031,2,9748,1200,,,2418,92220,33670,25508,,13585,82834,16219,9536,1380430
2021-01-05,7059,2637,5448,13798,,22383,64716,4975,,9264,398324,16631,,4875,,273760,3924,2,10372,1200,,,5847,140226,46433,41609,425,16044,139339,16219,16080,1380430
2021-01-06,7920,6595,7913,13798,3901,28221,83364,6586,,20819,460922,20616,,4875,,338810,4704,5,13877,1200,,,14971,160359,61454,58554,6618,21403,139339,16219,21272,1380430
2021-01-07,11208,15029,11117,20603,3901,36184,99899,7928,,49818,515582,26445,,4875,,431058,5517,6,18061,1200,,,21571,188956,71751,76400,13707,26873,207323,16219,27463,1380430
2021-01-08,24417,24364,13355,24985,3901,46155,107919,10143,,86480,577834,35272,,4875,,526783,6430,6,23256,1200,,,23220,198787,74254,92706,20742,30105,277976,16219,33974,1380430
2021-01-09,28927,27611,13473,30000,3901,48173,109781,10694,,97531,637846,40427,,4875,,613844,6739,6,23560,1200,,,23388,200022,74352,102301,19760,30359,277976,16219,35895,1380430
2021-01-10,6784,28033,13473,30000,6035,49931,110601,10917,,103276,673471,44645,,4875,,674180,7075,6,23563,1200,,33755,23521,203053,74392,108294,8910,30360,277976,52149,35926,2286572
2021-01-11,11559,33679,14161,30000,6035,59748,111260,11766,,142840,741327,50045,,4875,,755552,8449,6,25769,1943,,33755,23929,257834,84496,125190,29451,30838,406091,52149,42714,2431648
2021-01-12,13172,49651,15780,30000,6035,73148,111723,13346,,204408,820003,56475,,4875,,837968,10082,11,27862,2372,,33755,28271,309620,95378,140447,40131,32707,488122,52149,52507,2639309
2021-01-13,20064,71374,17038,34553,6035,86645,124122,14741,,268925,931314,64932,,4875,,932585,11600,11,34132,2871,,33755,38188,369212,109177,154268,46887,37415,581638,52149,62482,2918252
2021-01-14,29359,94828,17686,38000,6035,101835,141473,16521,,350503,1014896,70960,,4875,,1026461,13438,11,42821,3233,,33755,46760,410480,120327,154268,54349,44139,676186,52149,72159,3234946
2021-01-15,39751,118432,18126,41532,6035,115797,156143,17802,,418881,1105288,75412,,4875,,1116446,15317,11,50158,3233,,33755,51353,436963,127813,183669,62311,48908,768950,52149,82072,3576263
2021-01-16,50402,123647,18332,45906,10226,119175,160588,18022,,438862,1161971,80389,,4875,,1181515,15989,11,51263,3233,,33755,52160,457303,129348,196090,55653,49231,768950,52149,86218,3872394
2021-01-17,55450,126892,18453,45906,10226,121778,162964,18052,,449575,1192386,80389,,4875,,1215728,16108,11,51306,3755,11705,76945,52537,468795,129355,203310,17807,49235,768950,130789,86879,4062501
2021-01-18,60708,137926,18524,45906,10226,134245,166678,18711,,534832,1259188,85475,129689,4875,,1254735,16381,116,54162,4569,13002,76945,53851,491696,134314,233289,71341,49297,895627,130789,97502,4266577
2021-01-19,70474,157101,19058,54304,10226,146796,169067,19469,,664704,1342356,93382,130318,4875,,1286100,16459,191,56540,5294,14276,76945,58489,530055,150426,267425,78957,49843,956756,130789,113071,4609740
2021-01-20,86888,178275,19834,54304,10226,160423,170529,20321,,801409,1420622,108167,134554,5725,,1312545,16484,247,58180,6193,15316,76945,68635,566793,170184,302571,85976,51029,1010295,130789,131780,4973248
2021-01-21,105038,208513,20719,54304,10226,176021,172018,21837,,958710,1484890,123667,138983,5725,,1328757,16756,313,59092,6897,16531,76945,77209,605313,198314,338253,92647,52312,1054245,130789,153516,5383103
2021-01-22,121216,238595,21496,54304,10226,190837,172663,23071,,1078913,1553328,141298,143184,5725,,1341602,16963,343,59416,6897,17767,76945,80625,638798,222169,374682,99284,53502,1097369,130789,171875,5861351
2021-01-23,132105,247063,21509,54304,15322,194130,173371,23326,,1117067,1593897,156966,145257,5725,,1347563,17091,343,59424,6897,18930,76945,81028,654184,232923,406007,20802,53731,1097369,130789,177469,6353321
2021-01-24,135249,248959,21533,54304,15322,196373,173948,23487,,1126599,1619474,156966,146695,5725,,1350769,17091,343,59424,6897,18930,166278,81113,659753,236581,433130,78402,53748,1148895,235796,178634,6573570
2021-01-25,137044,260335,22129,58077,15322,205988,174225,23862,106098,1204240,1672070,171890,149676,10433,,1355614,17116,418,59527,7309,19709,166278,81706,701222,236581,459568,106366,53751,1167519,235796,194225,6853327
2021-01-26,146587,271465,23667,58077,15322,216499,174433,24606,110047,1304026,1722884,184610,152704,10433,,1359910,17152,463,62023,8280,20677,166278,84055,782413,236581,487712,113342,53831,1183395,235796,216214,7164387
2021-01-27,153859,284755,25245,58077,15322,225503,174635,25246,117555,1410704,1773886,198161,161215,10702,147700,1366148,17241,463,65870,9107,21417,166278,95711,858474,236581,513430,120133,54093,1202859,235796,238258,7476765
2021-01-28,163806,300756,26753,58077,15322,232564,174857,26318,127783,1534317,1820630,210488,175283,10702,147700,1370934,17276,651,69257,9890,22162,166278,106720,917908,236581,534347,128483,54616,1222323,235796,261824,7891184
2021-01-29,174262,313249,27856,58077,15322,238758,175925,27540,137551,1625900,1870733,220621,198283,10702,147700,1375686,17332,841,72245,9890,22853,166278,110626,945600,236581,554925,137948,55166,1222323,235796,276358,8378940
2021-01-30,183628,314865,27957,58077,19618,239489,177077,27806,144520,1654788,1905227,232399,222005,10702,147700,1379835,17342,841,72442,9890,23391,166278,110820,958453,276207,571092,75659,55177,1222323,235796,276358,8977329
2021-01-31,185291,315458,28041,58077,19618,240195,178241,28091,144520,1659823,1931137,232399,237872,10702,150500,1382462,17352,841,72450,10748,23811,349202,110995,976367,279821,585219,123606,55178,1251369,300562,276358,9296367
2021-02-01,186479,319448,28978,58829,19618,244153,178984,28811,145557,1711948,1989373,247251,243136,10702,150500,1386725,17371,841,73503,11336,24526,349202,111237,998587,298219,598136,148301,55201,1254535,300562,288155,9646715
2021-02-02,189926,329696,30817,58829,19618,248278,180924,30057,145770,1783402,2054578,261543,247270,10702,150500,1393076,17518,841,75160,11925,25361,349202,117643,1053245,299829,610384,157065,55222,1265800,300562,301729,10021471
2021-02-03,194287,339909,33691,59064,19618,252678,182397,31720,149951,1855054,2118959,276103,249687,12098,150500,1402055,17770,841,76779,12597,26223,349202,142993,1117146,303498,620177,166438,55412,1279220,300562,315411,10490487
2021-02-04,198912,349932,36929,59593,19618,257567,183781,33764,159624,1936388,2180911,291259,264530,12098,150500,1415429,17913,841,78262,13256,27020,349202,169213,1171229,307641,629280,175263,56025,1305251,300562,328690,10971047
2021-02-05,202160,357987,39468,59593,19618,263009,185325,35313,164636,2004057,2250272,306441,279410,12660,151212,1433102,18079,841,79203,13256,28082,349202,180029,1193034,312867,638887,183643,56390,1305251,300562,340975,11465210
2021-02-06,208144,359196,39624,59593,22813,263849,186314,35721,169194,2025993,2295959,318097,286379,12660,151212,1447561,18090,841,79272,13256,28837,349202,180885,1200793,318707,647691,102684,56418,1305251,300562,342775,12015018
2021-02-07,210239,359524,39646,59593,22813,264697,188141,35732,170335,2030975,2324370,318097,289042,12660,153654,1456912,18095,841,79274,13940,29339,545172,181229,1206212,319783,656178,165245,56418,1318626,344074,343697,12294006
2021-02-08,212062,361906,41407,59593,22813,268743,190589,36729,170641,2077264,2377312,332812,291396,12801,154900,1483405,18356,841,79489,14089,30235,545172,181356,1206212,322124,661063,193307,56816,1328459,344074,353453,12646486
2021-02-09,215592,370094,44482,61241,22813,273816,194052,39005,173558,2142698,2437637,345290,292627,12801,158904,1517518,18501,842,80565,14227,31202,545172,187048,1291569,324501,666943,200626,56904,1343566,344074,367630,13058298
2021-02-10,219286,376627,47551,61241,22813,279297,197293,41596,178005,2212771,2515215,353412,294624,12801,166863,1561914,18944,844,85093,15052,31670,545172,210233,1291569,329090,671449,206971,59400,1377229,344074,384041,13509108
2021-02-11,224467,384837,51435,64775,22813,285590,202947,44352,187384,2299239,2590604,360800,310448,12801,171239,1616411,20057,844,92877,16131,32524,545172,231401,1413132,333508,675234,214160,66271,1422560,344074,400030,14012224
